# 01 ==========================================================================================;;;;;;
# 02 tracciato record: ( separatore tra campi ==> ; ) non sono ammessi caratteri spazio nei campi);;;;;
# 03 ==========================================================================================;;;;;;
# 04 DB; type ; Application ; Connection ; Database ; Owner ; Table 
# 05 ==========================================================================================;;;;;;
# 06 DB          = Valore fisso che identifica la riga dati, a partire dal primo carattere;;;;;;
# 07 type        = [sql] oppure [ora] per individuare la tipologia di database;;;;;;
# 08 Application = Codice applicazione;;;;;;
# 09 Connection  = Connessione al database;;;;;;
# 10 Database    = Nome database;;;;;;
# 11 Owner       = Nome schema;;;;;;
# 12 Table       = Nome tabella;;;;;;
# 13 ==========================================================================================;;;;;;
DB; type ; Application ; Connection ; Database ; Owner ; Table 
DB ; ora ; HOME_BANKING ; 10.77.252.73:1521/HBK99S1O ; HBK99S1O ; HBK99S1O ; GATEWAY_LOG_WS4
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; CONTRATTI_ATTUALI
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; CONTRATTI_ARCHIVIO
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; RUBRICA
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; BONIFICO_ESTERO
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; BONIFICO_ESTERO_CONTROVALORE
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; BONIFICO_ESTERO_OUTPUT
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; BONIFICO_ITA
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; BONIFICO_OUTPUT
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; BONIFICO_SEPA
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; ONECLICK_BONIFICO_SEPA
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; ONECLICK_OPERAZIONI
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; ONECLICK_RICARICA_CELLULARE
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; ONECLICK_SUDTIROLPASS
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; FILIALEVIRTUALE_RICHIESTA_NEW
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; FILIALEVIRTUALE_RICHIESTE
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; AUDITING3
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; GATEWAY_LOG_HTTP4
DB ; ora ; HOME_BANKING ; 10.100.8.220:1521/HBK99C1O ; HBK99C1O ; HBK99C1O ; GATEWAY_LOG_WS4
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; CONTRATTI_ATTUALI
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; CONTRATTI_STORICO
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; CONTATTO
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; CONTATTO_EMAIL
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; CONTATTO_IBAN
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; CONTATTO_MEZZO_TRASPORTO
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; CONTATTO_SUDTIROLPASS
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; CONTATTO_TELEFONO
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; BONIFICI_SEPA_INVIATI
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; BONIFICI_SEPA_DATI_FISC_ORD
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; BONIFICI_SEPA_DOR_PCDI
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; BONIFICI_ESTERI_INVIATI
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; FV_RICHIESTE_UTENTI
DB ; ora ; INTERNET_BANKING ; ibk99s1o:1555/IBK99S1O ; IBK99S1O ; APICANALI ; UTENTI_HELPDESK
DB ; ora ; INTERNET_BANKING ; ibk99s2o:1572/IBK99S2O ; IBK99S2O ; HOMEDB2 ; AUDITING3
DB ; ora ; INTERNET_BANKING ; ibk99s2o:1572/IBK99S2O ; IBK99S2O ; HOMEDB2 ; GATEWAY_LOG_HTTP4
DB ; ora ; INTERNET_BANKING ; ibk99s2o:1572/IBK99S2O ; IBK99S2O ; HOMEDB2 ; GATEWAY_LOG_WS4 
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; CONTRATTI_ATTUALI
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; CONTRATTI_STORICO
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; CONTATTO
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; CONTATTO_EMAIL
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; CONTATTO_IBAN
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; CONTATTO_MEZZO_TRASPORTO
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; CONTATTO_SUDTIROLPASS
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; CONTATTO_TELEFONO
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; BONIFICI_SEPA_INVIATI
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; BONIFICI_SEPA_DATI_FISC_ORD
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; BONIFICI_SEPA_DOR_PCDI
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; BONIFICI_ESTERI_INVIATI
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; FV_RICHIESTE_UTENTI
DB ; ora ; INTERNET_BANKING ; ibk99c1o:1559/IBK99C1O ; IBK99C1O ; APICANALI ; UTENTI_HELPDESK
DB ; ora ; INTERNET_BANKING ; ibk99c2o:1573/IBK99C2O ; IBK99C2O ; HOMEDB2 ; AUDITING3
DB ; ora ; INTERNET_BANKING ; ibk99c2o:1573/IBK99C2O ; IBK99C2O ; HOMEDB2 ; GATEWAY_LOG_HTTP4
DB ; ora ; INTERNET_BANKING ; ibk99c2o:1573/IBK99C2O ; IBK99C2O ; HOMEDB2 ; GATEWAY_LOG_WS4
DB ; ora ; MARKETING_UNICA ; 10.76.144.44:1570/IMK99S1O ; IMK99S1O ; IMK99S1O ; EMM_TARGET_LIST
DB ; ora ; MARKETING_UNICA ; 10.76.144.44:1570/IMK99S1O ; IMK99S1O ; IMK99S1O ; EMM_Attributi
DB ; ora ; MARKETING_UNICA ; 10.76.144.44:1570/IMK99S1O ; IMK99S1O ; IMK99S1O ; ESB_EMAIL_CONTACT
DB ; ora ; MARKETING_UNICA ; 10.76.144.44:1570/IMK99S1O ; IMK99S1O ; IMK99S1O ; ESB_SMS_CONTACT
DB ; ora ; MARKETING_UNICA ; 10.76.144.44:1570/IMK99S1O ; IMK99S1O ; IMK99S1O ; ESB_SELLIGENT_CONTACTS
DB ; ora ; MARKETING_UNICA ; 10.76.144.44:1570/IMK99S1O ; IMK99S1O ; IMK99S1O ; ESB_GENESYSCC_CONTACTS
DB ; ora ; MARKETING_UNICA ; 10.76.144.44:1570/IMK99S1O ; IMK99S1O ; IMK99S1O ; ESB_SMSENTERPRISE_CONTACTS
DB ; ora ; MARKETING_UNICA ; 10.76.144.44:1570/IMK99S1O ; IMK99S1O ; IMK99S1O ; ESB_IHB_CONTACTS
DB ; ora ; MARKETING_UNICA ; 10.76.144.44:1570/IMK99S1O ; IMK99S1O ; IMK99S1O ; ESB_IDMSERVICE_USERS                               
DB ; ora ; MARKETING_SNAP ; 10.77.244.122:1521/SNA99S2O ; SNA99S2O ; SNAP ; DM_ADDETTI
DB ; ora ; MARKETING_SNAP ; 10.77.244.122:1521/SNA99S2O ; SNA99S2O ; SNAP ; DM_CLIENTI
DB ; ora ; MARKETING_SNAP ; 10.77.244.122:1521/SNA99S2O ; SNA99S2O ; SNAP ; DM_GESTORI
DB ; ora ; MARKETING_SNAP ; 10.77.244.122:1521/SNA99S2O ; SNA99S2O ; SNAP ; DM_UTENTI
DB ; ora ; MARKETING_SNAP ; 10.76.146.27:1521/SNA99C2O  ; SNA99C2O ; SNAP ; DM_ADDETTI
DB ; ora ; MARKETING_SNAP ; 10.76.146.27:1521/SNA99C2O  ; SNA99C2O ; SNAP ; DM_CLIENTI
DB ; ora ; MARKETING_SNAP ; 10.76.146.27:1521/SNA99C2O  ; SNA99C2O ; SNAP ; DM_GESTORI
DB ; ora ; MARKETING_SNAP ; 10.76.146.27:1521/SNA99C2O  ; SNA99C2O ; SNAP ; DM_UTENTI
DB ; ora ; MOBILE_BANKING ; 10.77.252.73:1521/SES99S1O ; SES99S1O ; SERVIZIEXTRASI ; GATEWAY_LOG_WS3
DB ; ora ; MOBILE_BANKING ; 10.77.252.73:1521/SES99S1O ; SES99S1O ; SERVIZIEXTRASI ; GATEWAY_LOG_HTTP3
DB ; ora ; MOBILE_BANKING ; 10.77.252.73:1521/SES99S1O ; SES99S1O ; SERVIZIEXTRASI ; GATEWAY_LOG_XML3
DB ; ora ; MOBILE_BANKING ; 10.77.252.73:1521/SES99S1O ; SES99S1O ; SERVIZIEXTRASI ; LOGSECETI
DB ; ora ; MOBILE_BANKING ; 10.77.252.73:1521/SES99S1O ; SES99S1O ; SERVIZIEXTRASI ; MOVIMENTIPOS
DB ; ora ; MOBILE_BANKING ; 10.77.252.73:1521/SES99S1O ; SES99S1O ; SERVIZIEXTRASI ; RICARICA_CARTA
DB ; ora ; MOBILE_BANKING ; 10.77.252.73:1521/SES99S1O ; SES99S1O ; SERVIZIEXTRASI ; RICARICA_CELLULARE
DB ; ora ; MOBILE_BANKING ; 10.100.8.219:1522/SES99C1O ; SES99C1O ; SERVIZIEXTRASI ; GATEWAY_LOG_WS3
DB ; ora ; MOBILE_BANKING ; 10.100.8.219:1522/SES99C1O ; SES99C1O ; SERVIZIEXTRASI ; GATEWAY_LOG_HTTP3
DB ; ora ; MOBILE_BANKING ; 10.100.8.219:1522/SES99C1O ; SES99C1O ; SERVIZIEXTRASI ; GATEWAY_LOG_XML3
DB ; ora ; MOBILE_BANKING ; 10.100.8.219:1522/SES99C1O ; SES99C1O ; SERVIZIEXTRASI ; LOGSECETI
DB ; ora ; MOBILE_BANKING ; 10.100.8.219:1522/SES99C1O ; SES99C1O ; SERVIZIEXTRASI ; MOVIMENTIPOS
DB ; ora ; MOBILE_BANKING ; 10.100.8.219:1522/SES99C1O ; SES99C1O ; SERVIZIEXTRASI ; RICARICA_CARTA
DB ; ora ; MOBILE_BANKING ; 10.100.8.219:1522/SES99C1O ; SES99C1O ; SERVIZIEXTRASI ; RICARICA_CELLULARE
DB ; sql ; PUMA2_MATRIX ; 10.77.188.41\SDB99C1S,1533 ; SDBCNFG ; dbo ; SDBACCAN
DB ; sql ; PUMA2_MATRIX ; 10.77.188.41\SDB99C1S,1533 ; SDBCNFG ; dbo ; SDBAPRACC
DB ; sql ; PUMA2_MATRIX ; 10.77.188.41\SDB99C1S,1533 ; SDBDATI2003BI_088 ; dbo ; SDBACCAN
DB ; sql ; PUMA2_MATRIX ; 10.77.188.41\SDB99C1S,1533 ; SDBDATI2003BI_088 ; dbo ; SDBAPRACC
DB ; sql ; PUMA2_MATRIX ; 10.77.188.41\SDB99C1S,1533 ; SDBPUMA200300 ; dbo ; SDBACCAN
DB ; sql ; PUMA2_MATRIX ; 10.77.188.41\SDB99C1S,1533 ; SDBPUMA200300 ; dbo ; SDBAPRACC
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99C4S,1463 ; A91 ; a91 ; LFA1
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99C4S,1463 ; A91 ; a91 ; KNA1
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99C4S,1463 ; A91 ; a91 ; ADRC
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99C4S,1463 ; A91 ; a91 ; ADR2
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99C4S,1463 ; A91 ; a91 ; ADR6
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99C4S,1463 ; A91 ; a91 ; CDPOS
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99C4S,1463 ; A91 ; a91 ; ZAT811A
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99S4S,1453 ; A11 ; a11 ; LFA1
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99S4S,1453 ; A11 ; a11 ; KNA1
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99S4S,1453 ; A11 ; a11 ; ADRC
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99S4S,1453 ; A11 ; a11 ; ADR2
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99S4S,1453 ; A11 ; a11 ; ADR6
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99S4S,1453 ; A11 ; a11 ; CDPOS
DB ; sql ; SAP_SISTEMA_ACQUISTI ; SP02DC2C\SAP99S4S,1453 ; A11 ; a11 ; ZAT811A
DB ; ora ; SERVIZI_TELEMATICI_GESTORE_PUNTO_ACCESSO; 10.130.242.58:1532/CBS99C1O ; CBS99C1O ; CBS99C1O ; PACCHETTI_XML
DB ; ora ; SERVIZI_TELEMATICI_CO_RE_BANKING ; 10.77.188.98:1525/CBC99S3O  ; CBC99S3O  ; COREDB ;AZIENDE
DB ; ora ; SERVIZI_TELEMATICI_CO_RE_BANKING ; 10.77.188.98:1525/CBC99S3O  ; CBC99S3O  ; COREDB ;UTENTI
DB ; ora ; SERVIZI_TELEMATICI_CO_RE_BANKING ; 10.77.188.63:1521/CBC99S10  ; CBC99S10  ; COREDBSVL ;AZIENDE
DB ; ora ; SERVIZI_TELEMATICI_CO_RE_BANKING ; 10.77.188.63:1521/CBC99S10  ; CBC99S10  ; COREDBSVL ;UTENTI
DB ; ora ; SERVIZI_TELEMATICI_CO_RE_BANKING ; 10.77.188.103:1526/CBC99C3O ; CBC99C3O  ; COREDB ;AZIENDE
DB ; ora ; SERVIZI_TELEMATICI_CO_RE_BANKING ; 10.77.188.103:1526/CBC99C3O ; CBC99C3O  ; COREDB ;UTENTI
DB ; sql ; C_BOX_MESSAGGISTICA_SWIFT_FONDI ; IN03DA2C\CNS99S1S,1633 ; SiT2S ; dbo ; T2SFTT15
DB ; sql ; C_BOX_MESSAGGISTICA_SWIFT_FONDI ; IN03DA2C\CNS99S1S,1633 ; SiT2S ; dbo ; T2SFTT95
DB ; sql ; C_BOX_MESSAGGISTICA_SWIFT_FONDI ; IN03DA2C\CNS99S1S,1633 ; SiT2S ; dbo ; T2SFTT01
DB ; sql ; C_BOX_MESSAGGISTICA_SWIFT_FONDI ; IN03DA2C\CNS99S1S,1633 ; SiT2S ; dbo ; T2SFTT89
DB ; ora ; GESTIONE_MESSAGGISTICA_CENTRALE_RISCHI ; gcw99s1o:1526/GCW99S1O ; GGCW99S1O ; GGCW99S1O ; T_UTENTI
DB ; sql ; BN_SiCAF ; b101dc2c\BON99C1S,1433 ; SiCAFIS ; dbo ; WCAF_PRA
